ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_trainings_30d,num_trainings_60d,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_120_days,has_second_training
ID_SD6H40,Female,Above 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_5,2024-07-11,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_K92WVT,Female,Above 35,Manual,0,Nandi,Mosop,Kabisaga,trainer_name_3,2024-07-09,"['Calf Feeding,How To Feed Kienyeji Chicken For Meat,How To Manage Pest And Diseases At Harvesting Stage,How To Rear A Calf With Unga Products,Livestock Management Practices.,Poultry Health Management,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving']",1.0,1.0,1,0,,1,0,0
ID_QZTHVQ,Male,Below 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_5,2024-07-07,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_NN8WJS,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-22,"['Herd Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_7AXGV7,Female,Above 35,Ussd,0,Siaya,Gem,South Gem,trainer_name_5,2024-07-25,['Feeding A Lactating Cow'],1.0,1.0,1,0,,1,0,0
ID_G8C9NE,Female,Below 35,Ussd,1,Siaya,Gem,Central Gem,trainer_name_5,2024-07-31,['Feeding A Lactating Cow'],1.0,1.0,1,0,,1,0,0
ID_F0JB2L,Female,Above 35,Manual,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-20,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_KYOA7D,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-07-16,"['Benfits Of Sistema Biogas,Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Manage Pest And Diseases At Harvesting Stage.,Livestock Management Practices,Livestock Management Practices..,Pest And Diseases At Harvesting Stage']",1.0,1.0,1,0,,1,0,0
ID_10730I,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-07-23,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_L08JUT,Female,Below 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_FQEH26,Male,Below 35,Manual,0,Siaya,Gem,South Gem,trainer_name_5,2024-07-25,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_BEX095,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-07-01,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_RG61NM,Female,Above 35,Manual,0,Nandi,Mosop,Ndalat,trainer_name_3,2024-07-11,"['Calf Feeding,Dairy Nutrition With Tyari,How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products,Poultry Feeding With Tyari,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving']",1.0,1.0,1,0,,1,0,0
ID_ATS1P8,Female,Below 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_5,2024-07-07,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_4LQ66M,Male,Below 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-07-17,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_QLD2I7,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Siaya Township,trainer_name_5,2024-07-30,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_GNJT6N,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-24,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_OJ540Q,Female,Above 35,Ussd,1,Siaya,Alego Usonga,North Alego,trainer_name_5,2024-07-18,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_VY896Q,Male,Above 35,Manual,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-30,['Herd Health Practices With Biodeal Products.'],1.0,1.0,1,0,,1,0,0
ID_F6OKTI,Female,Below 35,Ussd,0,Siaya,Alego Usonga,West Alego,trainer_name_5,2024-07-10,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_5FVLI5,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-24,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_GHTGBN,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-07-30,"['Biosecurity In Poultry Farming,How To Feed Kienyeji Chicken For Meat,How To Rear Healthy Chicken With Biodeal.']",1.0,1.0,1,0,,1,0,0
ID_ZWZHM6,Female,Above 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_L829HM,Female,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_5,2024-07-07,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_OSLFC3,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-31,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_RC8F19,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-28,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Herd Health Management.,Herd Health Practices With Biodeal Products.,Herd. Health. Management,How To Rear Healthy Chicken With Biodeal.,Infertility In Dairy Cows,Poultry Health Management.,Poultry Health Management. Practices,Poultry Management Practises.,The Benefits Of Ndume App,Why You Should Vaccinate Your Animals']",1.0,1.0,1,0,,1,0,0
ID_00XYS0,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-07-05,"['Calf Feeding,Feeding A Lactating Cow,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving']",1.0,1.0,1,0,,1,0,0
ID_NQV9IY,Female,Above 35,Manual,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-24,['Herd Health Management.'],1.0,1.0,1,0,,1,0,0
ID_ANVYW0,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Siaya Township,trainer_name_5,2024-07-09,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_OR9DP4,Female,Above 35,Ussd,1,Siaya,Alego Usonga,North Alego,trainer_name_5,2024-07-14,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_E8UZJJ,Male,Below 35,Ussd,1,Siaya,Ugunja,Ugunja,trainer_name_5,2024-07-08,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_D94ULW,Female,Above 35,Ussd,1,Siaya,Alego Usonga,North Alego,trainer_name_5,2024-07-18,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_HI3N0Z,Male,Below 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_5,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_0BIA94,Female,Below 35,Ussd,1,Siaya,Gem,Central Gem,trainer_name_5,2024-07-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_YLUDG0,Male,Below 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_5,2024-07-07,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_VI3IRY,Female,Above 35,Ussd,1,Siaya,Ugunja,Ugunja,trainer_name_5,2024-07-08,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_IQDJ2E,Male,Below 35,Manual,0,Siaya,Gem,South Gem,trainer_name_5,2024-07-25,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_7K0SSN,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-07-31,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_O63PLG,Male,Above 35,Ussd,0,Siaya,Ugunja,Ugunja,trainer_name_5,2024-07-08,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_AL6JR9,Female,Above 35,Manual,0,Siaya,Gem,South Gem,trainer_name_5,2024-07-25,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_N2EA9A,Female,Above 35,Manual,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-07,"['Biosecurity In Poultry Farming,How To Feed Kienyeji Chicken For Meat']",1.0,1.0,1,0,,1,0,0
ID_BU3GX9,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-29,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products']",1.0,1.0,1,0,,1,0,0
ID_CSB70N,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-11,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_6P3X96,Male,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-08-30,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_MTM0D9,Male,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-23,['Calf Feeding'],1.0,1.0,1,0,,1,0,0
ID_6BUS7G,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-09,['The Benefits Of Ndume App'],1.0,1.0,1,0,,1,0,0
ID_RUDEF2,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-14,"['Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_GQH0IV,Female,Below 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-28,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_V3G81H,Male,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-07,"['Herd Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_I0D85V,Male,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-08-29,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_X5C311,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-18,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_MSYHO2,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-21,['Feeding A Lactating Cow'],1.0,1.0,1,0,,1,0,0
ID_6LF8IU,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-21,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Deworming Your Dairy Animal,Diseases In Dairy Farming,Feeding A Lactating Cow,Infertility In Dairy Cows,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_SQU4GY,Female,Below 35,Ussd,1,Nandi,Chesumei,Kosirai,trainer_name_3,2024-08-20,"['Asili Fertilizer (Organic),Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,How To Rear A Calf With Unga Products,Importance Of Choosing The Right Seed Variety,Kienyeji Chicken Rearing For October,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_82ZFKV,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-06,"['Herd Health Management.,Poultry Health Management.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_7M5CLD,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-08,"['Herd Health Management.,Herd Health Practices With Biodeal Products.,Herd. Health. Management,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_GPOGKV,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-12,['Herd Health Practices With Biodeal Products.'],1.0,1.0,1,0,,1,0,0
ID_V1694R,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-19,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_G3CZBX,Female,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_5,2024-08-22,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_VJGJBH,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-09,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_7XX2LZ,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-29,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_8CMLG0,Female,Below 35,Ussd,0,Bungoma,Kanduyi,Bukembe East,trainer_name_2,2024-08-16,['Poultry Health Management.'],1.0,1.0,1,0,,1,0,0
ID_SZOTXR,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-11,"['Deworming Your Dairy Animal,Herd Health Management.,Infertility In Dairy Cows,Poultry Health Management..,Poultry Management Practises.,Poultry Management Practises..,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_DSW510,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-09,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_12PCEG,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-06,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_84A2EG,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-01,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Ndume App,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_I9ZKGA,Female,Above 35,Ussd,1,Nandi,Mosop,Ndalat,trainer_name_3,2024-08-26,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products']",1.0,1.0,1,0,,1,0,0
ID_P51REV,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-01,"['Herd Health Management.,Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Ndume App,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_9ZDSLG,Female,Below 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-08-23,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_7VSM2V,Female,Above 35,Manual,1,Nandi,Mosop,Kabisaga,trainer_name_3,2024-08-06,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear Healthy Chicken With Biodeal.']",1.0,1.0,1,0,,1,0,0
ID_XAIVEM,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-23,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_T5H9IQ,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-06,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_O9K6FN,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-19,['Poultry Management Practises.'],1.0,1.0,1,0,,1,0,0
ID_UQUFN9,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-08-21,['The Benefits Of Ndume App'],1.0,1.0,1,0,,1,0,0
ID_W30L7B,Female,Above 35,Manual,0,Nandi,Chesumei,Kosirai,trainer_name_3,2024-08-15,"['How To Rear Healthy Chicken With Biodeal.,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving']",1.0,1.0,1,0,,1,0,0
ID_0IX9RU,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-23,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Deworming Your Dairy Animal,Diseases In Dairy Farming,Feeding A Lactating Cow,Infertility In Dairy Cows,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_136RN5,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-04,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Herd Health Management.,Poultry Health Management.,Poultry Health Management..,Poultry Management Practises.,Poultry Management Practises..,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_SQC3DG,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-21,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Deworming Your Dairy Animal,Feeding A Lactating Cow,Infertility In Dairy Cows,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_HRCALM,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-20,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_OW7NBB,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-19,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_F6HMVF,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-28,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_PGMLQT,Female,Above 35,Manual,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-02,"['How To Rear A Calf With Unga Products,How To Rear Healthy Chicken With Biodeal.,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving']",1.0,1.0,1,0,,1,0,0
ID_OC3VLI,Male,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_5,2024-08-22,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1.0,1.0,1,0,,1,0,0
ID_I294AY,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-21,"['Poultry Health Management.,Poultry Health Management..,Poultry Management Practises.,Poultry Management Practises..']",1.0,1.0,1,0,,1,0,0
ID_MCDMYW,Female,Above 35,Manual,1,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_CB3QXT,Female,Above 35,Ussd,0,Nandi,Chesumei,Kaptel/Kamoiywo,trainer_name_3,2024-08-01,"['Benfits Of Sistema Biogas,Biosecurity In Poultry Farming,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat,How To Manage Pest And Diseases At Harvesting Stage,How To Rear Healthy Chicken With Biodeal.,Livestock Management Practices.']",1.0,1.0,1,0,,1,0,0
ID_SZKH7R,Male,Below 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-29,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products']",1.0,1.0,1,0,,1,0,0
ID_DZXSF7,Female,Above 35,Ussd,1,Nandi,Chesumei,Chemundu/Kapngetuny,trainer_name_3,2024-08-24,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,How To Rear A Calf With Unga Products,Poultry Health Management']",1.0,1.0,1,0,,1,1,0
ID_159RHN,Male,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-23,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products']",1.0,1.0,1,0,,1,0,0
ID_ZQVTU1,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-18,"['Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_4ET3SK,Female,Below 35,Ussd,0,Siaya,Gem,Yala Township,trainer_name_5,2024-08-01,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_VL5MIL,Male,Below 35,Ussd,1,Nandi,Chesumei,Kaptel/Kamoiywo,trainer_name_3,2024-08-01,"['Biosecurity In Poultry Farming,Dairy Nutrition With Tyari,How To Rear Healthy Chicken With Biodeal.,Poultry Feeding With Tyari']",1.0,1.0,1,0,,1,0,0
ID_QBWX4O,Female,Above 35,Ussd,1,Siaya,Gem,Central Gem,trainer_name_5,2024-08-22,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1.0,1.0,1,0,,1,0,0
ID_1VF9XP,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-19,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_XJDEZT,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-23,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_2O8W8L,Female,Above 35,Manual,1,Nandi,Chesumei,Kosirai,trainer_name_3,2024-08-20,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products']",1.0,1.0,1,0,,1,0,0
ID_D8SWEX,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-21,['Biosecurity In Poultry Farming'],1.0,1.0,1,0,,1,0,0
ID_C9SH4Q,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-08-10,"['Herd Health Practices With Biodeal Products.,How To Rear Healthy Chicken With Biodeal.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
ID_OE1B2Y,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-29,"['Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_S21LJX,Female,Above 35,Manual,1,Siaya,Alego Usonga,Central Alego,trainer_name_5,2024-08-31,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1.0,1.0,1,0,,1,0,0
ID_5IX8SR,Male,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_3,2024-08-19,['Calf Feeding'],1.0,1.0,1,0,,1,0,0
ID_Q1PRWX,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-08-14,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practises.']",1.0,1.0,1,0,,1,0,0
